Date,Item,Item desc.,Quantity,Ext. quantity, Price , Purchase amount , Amount ,PO number,Entered date,[ItemInventoryCode],NA Item #,Item Desc.,IBPI Price,Unit Difference,Total Difference,Total Savings 
4/4/2024,B5L2967903,HP B5L29-67903 500GB Secure Hard Disk Drive (HDD) LaserJet Enterprise (LJ Ent) M506,1,1, $ 125.00 , $ 125.00 , $ 125.00 ,8660-0,4/4/2024,Parts,00037004,512GB SSD,$89.00,,,
9/13/2023,B5L2967903,HP B5L29-67903 500GB Secure Hard Disk Drive (HDD) LaserJet Enterprise (LJ Ent) M506,1,1, $ 125.00 , $ 125.00 , $ 125.00 ,5307-0,9/13/2023,Parts,00037004,512GB SSD,$89.00,,,
11/22/2023,B5L29A,HP 500GB Internal Hard Disk Drive,1,1, $ 417.64 , $ 417.64 , $ 417.64 ,6399-0,11/22/2023,Parts,00037004,512GB SSD,$89.00,,,
4/8/2024,NROLR2120FCZZ,ROLLER,2,2, $ 8.51 , $ 17.02 , $ 17.02 ,8695-0,4/8/2024,Parts,04012020,Separation Roller,$4.75,$3.76 ,$7.52 ,
3/27/2024,AR620RT,Paper Feed Roller Kit,2,2, $ 35.25 , $ 70.50 , $ 70.50 ,8532-0,3/27/2024,Parts,04036046,Tire Kit,$15.15,,,
4/17/2023,AR620RT,Paper Feed Roller Kit,2,2, $ 35.25 , $ 70.50 , $ 70.50 ,3176-0,4/17/2023,Parts,04036046,Tire Kit,$15.15,,,
5/15/2023,AR620RT,Paper Feed Roller Kit,2,2, $ 35.25 , $ 70.50 , $ 70.50 ,3472-0,5/15/2023,Parts,04036046,Tire Kit,$15.15,,,
1/29/2024,AR620RT,Paper Feed Roller Kit,2,2, $ 35.25 , $ 70.50 , $ 70.50 ,7371-0,1/29/2024,Parts,04036046,Tire Kit,$15.15,,,
1/29/2024,AR620RT,Paper Feed Roller Kit,1,1, $ 35.25 , $ 35.25 , $ 35.25 ,7392-0,1/29/2024,Parts,04036046,Tire Kit,$15.15,,,
6/16/2023,6LJ70598000,ODFC50,5,5, $ 34.29 , $ 171.45 , $ 171.45 ,3925-0,6/16/2023,Parts,05010031,Organic Drum,$18.95,$15.34 ,$76.70 ,
2/21/2024,CP0386B003AA,"Canon imageRUNNER 1025iF Compatible Black Toner Cartridge GPR-22 8,400 yield",1,1, $ 15.40 , $ 15.40 , $ 15.40 ,7887-0,2/21/2024,Supplies,01071038,GPR-22 Toner,$17.53,,,
6/23/2023,NBRGY0957FCZZ,BEARING MX5111N,2,2, $ 16.97 , $ 33.94 , $ 33.94 ,4016-0,6/23/2023,Parts,04001011,Lower Fuser Bearing,$12.68,$4.29 ,$8.58 ,
7/24/2023,NBRGY0957FCZZ,BEARING MX5111N,2,2, $ 16.97 , $ 33.94 , $ 33.94 ,4374-0,7/24/2023,Parts,04001011,Lower Fuser Bearing,$12.68,$4.29 ,$8.58 ,$17.16 
4/11/2024,NROLR1466FCZ1,PF separate roller and feed,12,12, $ 9.76 , $ 117.12 , $ 117.12 ,8792-0,4/11/2024,Parts,04012014,Separation Roller,$4.70,$5.06 ,$60.72 ,
6/6/2023,NROLR1466FCZ1,PF separate roller and feed,8,8, $ 9.76 , $ 78.08 , $ 78.08 ,3688-0,6/6/2023,Parts,04012014,Separation Roller,$4.70,$5.06 ,$40.48 ,
8/25/2023,NROLR1466FCZ1,PF separate roller and feed,7,7, $ 9.76 , $ 68.32 , $ 68.32 ,4949-0,8/25/2023,Parts,04012014,Separation Roller,$4.70,$5.06 ,$35.42 ,
11/16/2023,NROLR1466FCZ1,PF separate roller and feed,7,7, $ 9.76 , $ 68.32 , $ 68.32 ,6193-0,11/16/2023,Parts,04012014,Separation Roller,$4.70,$5.06 ,$35.42 ,
12/26/2023,NROLR1466FCZ1,PF separate roller and feed,8,8, $ 9.76 , $ 78.08 , $ 78.08 ,6762-0,12/26/2023,Parts,04012014,Separation Roller,$4.70,$5.06 ,$40.48 ,$212.52 
4/17/2023,NROLR1682FCZZ,Paper Feed Sep Roller,8,8, $ 35.50 , $ 284.00 , $ 284.00 ,3154-0,4/17/2023,Parts,04012016,Feed/Separation Roller,$6.60,$28.90 ,$231.12 ,
4/21/2023,NROLR1682FCZZ,Paper Feed Sep Roller,2,2, $ 35.50 , $ 71.00 , $ 71.00 ,3176-0,4/21/2023,Parts,04012016,Feed/Separation Roller,$6.60,$28.90 ,$57.80 ,
6/30/2023,NROLR1682FCZZ,Paper Feed Sep Roller,5,5, $ 35.50 , $ 177.50 , $ 177.50 ,4093-0,6/30/2023,Parts,04012016,Feed/Separation Roller,$6.60,$28.90 ,$144.50 ,
7/5/2023,NROLR1682FCZZ,Paper Feed Sep Roller,3,3, $ 35.50 , $ 106.50 , $ 106.50 ,4145-0,7/5/2023,Parts,04012016,Feed/Separation Roller,$6.60,$28.90 ,$86.70 ,
10/30/2023,NROLR1682FCZZ,Paper Feed Sep Roller,5,5, $ 35.50 , $ 177.50 , $ 177.50 ,5967-0,10/30/2023,Parts,04012016,Feed/Separation Roller,$6.60,$28.90 ,$144.50 ,$664.62 
6/6/2023,NROLR1467FCZ2,Pickup Roller,5,5, $ 9.76 , $ 48.80 , $ 48.80 ,3688-0,6/6/2023,Parts,04012017,Urethane Pick-up Roller,$6.60,$3.16 ,$15.80 ,
7/5/2023,NROLR1467FCZ2,Pickup Roller,6,6, $ 9.76 , $ 58.56 , $ 58.56 ,4145-0,7/5/2023,Parts,04012017,Urethane Pick-up Roller,$6.60,$3.16 ,$18.96 ,
9/29/2023,NROLR1467FCZ2,Pickup Roller,5,5, $ 9.76 , $ 48.80 , $ 48.80 ,5540-0,9/29/2023,Parts,04012017,Urethane Pick-up Roller,$6.60,$3.16 ,$15.80 ,
12/18/2023,NROLR1467FCZ2,Pickup Roller,5,5, $ 9.76 , $ 48.80 , $ 48.80 ,6723-0,12/18/2023,Parts,04012017,Urethane Pick-up Roller,$6.60,$3.16 ,$15.80 ,
12/26/2023,NROLR1467FCZ2,Pickup Roller,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,6762-0,12/26/2023,Parts,04012017,Urethane Pick-up Roller,$6.60,$3.16 ,$3.16 ,
2/5/2024,NROLR1467FCZ2,Pickup Roller,5,5, $ 9.76 , $ 48.80 , $ 48.80 ,7463-0,2/5/2024,Parts,04012017,Urethane Pick-up Roller,$6.60,$3.16 ,$15.80 ,$85.32 
3/15/2024,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,8291-0,3/15/2024,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
3/26/2024,NROLR2120FCZZ,ROLLER,5,5, $ 8.51 , $ 42.55 , $ 42.55 ,8461-0,3/26/2024,Parts,04012020,Separation Roller,$4.75,$3.76 ,$18.80 ,
4/4/2024,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,8637-0,4/4/2024,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
5/1/2023,NROLR2120FCZZ,ROLLER,5,5, $ 8.51 , $ 42.55 , $ 42.55 ,3311-0,5/1/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$18.80 ,
6/23/2023,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,3995-0,6/23/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
7/25/2023,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,4437-0,7/25/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
8/24/2023,NROLR2120FCZZ,ROLLER,6,6, $ 8.51 , $ 51.06 , $ 51.06 ,4901-0,8/24/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$22.56 ,
10/12/2023,NROLR2120FCZZ,ROLLER,7,7, $ 8.51 , $ 59.57 , $ 59.57 ,5738-0,10/12/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$26.32 ,
11/14/2023,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,6224-0,11/14/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
11/15/2023,NROLR2120FCZZ,ROLLER,1,1, $ 8.51 , $ 8.51 , $ 8.51 ,6258-0,11/15/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$3.76 ,
11/27/2023,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,6443-0,11/27/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
12/15/2023,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,6676-0,12/15/2023,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
2/8/2024,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,7545-0,2/8/2024,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,
2/20/2024,NROLR2120FCZZ,ROLLER,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,7809-0,2/20/2024,Parts,04012020,Separation Roller,$4.75,$3.76 ,$15.04 ,$233.12 
3/12/2024,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,8201-0,3/12/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
3/15/2024,NROLR2125FCZZ,ROLLER,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,8291-0,3/15/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$4.63 ,
3/22/2024,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,8426-0,3/22/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
3/26/2024,NROLR2125FCZZ,ROLLER,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,8461-0,3/26/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$4.63 ,
4/2/2024,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,8586-0,4/2/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
4/8/2024,NROLR2125FCZZ,ROLLER,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,8651-0,4/8/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$4.63 ,
4/24/2023,NROLR2125FCZZ,ROLLER,5,5, $ 9.76 , $ 48.80 , $ 48.80 ,3223-0,4/24/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$23.15 ,
6/6/2023,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,3705-0,6/6/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
7/26/2023,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,4426-0,7/26/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
8/24/2023,NROLR2125FCZZ,ROLLER,6,6, $ 9.76 , $ 58.56 , $ 58.56 ,4901-0,8/24/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$27.78 ,
8/28/2023,NROLR2125FCZZ,ROLLER,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,4974-0,8/28/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$4.63 ,
10/12/2023,NROLR2125FCZZ,ROLLER,7,7, $ 9.76 , $ 68.32 , $ 68.32 ,5738-0,10/12/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$32.41 ,
11/2/2023,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,6034-0,11/2/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
11/21/2023,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,6343-0,11/21/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
11/27/2023,NROLR2125FCZZ,ROLLER,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,6443-0,11/27/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$4.63 ,
12/8/2023,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,6542-0,12/8/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
12/11/2023,NROLR2125FCZZ,ROLLER,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,6608-0,12/11/2023,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$4.63 ,
1/3/2024,NROLR2125FCZZ,ROLLER,4,4, $ 9.76 , $ 39.04 , $ 39.04 ,6880-0,1/3/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$18.52 ,
1/23/2024,NROLR2125FCZZ,ROLLER,5,5, $ 9.76 , $ 48.80 , $ 48.80 ,7174-0,1/23/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$23.15 ,
1/25/2024,NROLR2125FCZZ,ROLLER,1,1, $ 9.76 , $ 9.76 , $ 9.76 ,7240-0,1/25/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$4.63 ,
2/8/2024,NROLR2125FCZZ,ROLLER,6,6, $ 9.76 , $ 58.56 , $ 58.56 ,7545-0,2/8/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$27.78 ,
2/12/2024,NROLR2125FCZZ,ROLLER,2,2, $ 9.76 , $ 19.52 , $ 19.52 ,7613-0,2/12/2024,Parts,04012021,Pickup Roller,$5.13,$4.63 ,$9.26 ,$342.62 
3/12/2024,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,8201-0,3/12/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
3/15/2024,NROLR2126FCZZ,Paper feed roller,1,1, $ 8.51 , $ 8.51 , $ 8.51 ,8291-0,3/15/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$3.76 ,
3/22/2024,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,8426-0,3/22/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
3/26/2024,NROLR2126FCZZ,Paper feed roller,1,1, $ 8.51 , $ 8.51 , $ 8.51 ,8461-0,3/26/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$3.76 ,
4/2/2024,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,8586-0,4/2/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
4/8/2024,NROLR2126FCZZ,Paper feed roller,2,2, $ 8.51 , $ 17.02 , $ 17.02 ,8651-0,4/8/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$7.52 ,
5/9/2023,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,3406-0,5/9/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
7/19/2023,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,4348-0,7/19/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
8/18/2023,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,4835-0,8/18/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
8/24/2023,NROLR2126FCZZ,Paper feed roller,2,2, $ 8.51 , $ 17.02 , $ 17.02 ,4901-0,8/24/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$7.52 ,
10/3/2023,NROLR2126FCZZ,Paper feed roller,5,5, $ 8.51 , $ 42.55 , $ 42.55 ,5498-0,10/3/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$18.80 ,
10/12/2023,NROLR2126FCZZ,Paper feed roller,5,5, $ 8.51 , $ 42.55 , $ 42.55 ,5738-0,10/12/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$18.80 ,
11/15/2023,NROLR2126FCZZ,Paper feed roller,5,5, $ 8.51 , $ 42.55 , $ 42.55 ,6258-0,11/15/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$18.80 ,
11/28/2023,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,6479-0,11/28/2023,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
1/3/2024,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,6880-0,1/3/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,
1/23/2024,NROLR2126FCZZ,Paper feed roller,5,5, $ 8.51 , $ 42.55 , $ 42.55 ,7174-0,1/23/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$18.80 ,
1/25/2024,NROLR2126FCZZ,Paper feed roller,1,1, $ 8.51 , $ 8.51 , $ 8.51 ,7240-0,1/25/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$3.76 ,
2/26/2024,NROLR2126FCZZ,Paper feed roller,4,4, $ 8.51 , $ 34.04 , $ 34.04 ,7893-0,2/26/2024,Parts,04012022,Feed Roller,$4.75,$3.76 ,$15.04 ,$236.88 
3/18/2024,NROLR1466FCZ2,PAPSER FEED SEPARATE ROLLER,9,9, $ 9.76 , $ 87.84 , $ 87.84 ,8363-0,3/18/2024,Parts,04012023,ADF Feed/Separation Roller,$4.70,$5.06 ,$45.54 ,
7/18/2023,NROLR1466FCZ2,PAPSER FEED SEPARATE ROLLER,9,9, $ 9.76 , $ 87.84 , $ 87.84 ,4227-0,7/18/2023,Parts,04012023,ADF Feed/Separation Roller,$4.70,$5.06 ,$45.54 ,
8/29/2023,NROLR1466FCZ2,PAPSER FEED SEPARATE ROLLER,8,8, $ 9.76 , $ 78.08 , $ 78.08 ,4994-0,8/29/2023,Parts,04012023,ADF Feed/Separation Roller,$4.70,$5.06 ,$40.48 ,
12/11/2023,NROLR1466FCZ2,PAPSER FEED SEPARATE ROLLER,9,9, $ 9.76 , $ 87.84 , $ 87.84 ,6608-0,12/11/2023,Parts,04012023,ADF Feed/Separation Roller,$4.70,$5.06 ,$45.54 ,$177.10 
5/19/2023,BPHB701,TONER COLLECTION CONTAINER,5,5, $ 23.50 , $ 117.50 , $ 117.50 ,3556-0,5/19/2023,Supplies,04055006,Waste Toner Bottle,$15.15,,,
7/31/2023,BPHB701,TONER COLLECTION CONTAINER,4,4, $ 23.50 , $ 94.00 , $ 94.00 ,4519-0,7/31/2023,Supplies,04055006,Waste Toner Bottle,$15.15,,,
11/2/2023,BPHB701,TONER COLLECTION CONTAINER,10,10, $ 23.50 , $ 235.00 , $ 235.00 ,5967-0,11/2/2023,Supplies,04055006,Waste Toner Bottle,$15.15,,,
1/8/2024,BPHB701,TONER COLLECTION CONTAINER,10,10, $ 23.50 , $ 235.00 , $ 235.00 ,7013-0,1/8/2024,Supplies,04055006,Waste Toner Bottle,$15.15,,,
3/7/2024,BPHB700,Sharp BP-HB700 - Waste toner collector,20,20, $ 25.00 , $ 500.00 , $ 500.00 ,8149-0,3/7/2024,Supplies,04055011,Waste Toner Bottle,$18.76,,,
4/2/2024,BPHB700,Sharp BP-HB700 - Waste toner collector,13,13, $ 25.00 , $ 325.00 , $ 325.00 ,8637-0,4/2/2024,Supplies,04055011,Waste Toner Bottle,$18.76,,,
4/5/2024,BPHB700,Sharp BP-HB700 - Waste toner collector,15,15, $ 25.00 , $ 375.00 , $ 375.00 ,8695-0,4/5/2024,Supplies,04055011,Waste Toner Bottle,$18.76,,,
6/2/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,7,7, $ 25.00 , $ 175.00 , $ 175.00 ,3426-0,6/2/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
6/5/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,15,15, $ 25.00 , $ 375.00 , $ 375.00 ,3556-1,6/5/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
7/5/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,2,2, $ 25.00 , $ 50.00 , $ 50.00 ,3802-0,7/5/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
7/6/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,18,18, $ 25.00 , $ 450.00 , $ 450.00 ,3802-0,7/6/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
10/4/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,5,5, $ 25.00 , $ 125.00 , $ 125.00 ,4459-1,10/4/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
10/13/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,15,15, $ 25.00 , $ 375.00 , $ 375.00 ,4459-1,10/13/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/3/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,3,3, $ 24.25 , $ 72.75 , $ 72.75 ,6101-0,11/3/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/6/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,10,10, $ 25.00 , $ 250.00 , $ 250.00 ,5091-0,11/6/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/7/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,10,10, $ 25.00 , $ 250.00 , $ 250.00 ,5091-0,11/7/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/10/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,30,30, $ 24.97 , $ 749.10 , $ 749.10 ,6203-0,11/10/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/14/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,2,2, $ 26.67 , $ 53.34 , $ 53.34 ,6304-0,11/14/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/15/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,5,5, $ 25.00 , $ 125.00 , $ 125.00 ,5416-0,11/15/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/16/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,2,2, $ 26.67 , $ 53.34 , $ 53.34 ,6346-0,11/16/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/16/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,1,1, $ 26.67 , $ 26.67 , $ 26.67 ,6353-0,11/16/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/17/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,1,1, $ 26.67 , $ 26.67 , $ 26.67 ,6392-0,11/17/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/20/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,10,10, $ 25.00 , $ 250.00 , $ 250.00 ,5416-0,11/20/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
11/20/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,1,1, $ 26.67 , $ 26.67 , $ 26.67 ,6410-0,11/20/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
12/18/2023,BPHB700,Sharp BP-HB700 - Waste toner collector,5,5, $ 25.00 , $ 125.00 , $ 125.00 ,5416-0,12/18/2023,Supplies,04055011,Waste Toner Bottle,$18.76,,,
1/16/2024,BPHB700,Sharp BP-HB700 - Waste toner collector,20,20, $ 25.00 , $ 500.00 , $ 500.00 ,7096-0,1/16/2024,Supplies,04055011,Waste Toner Bottle,$18.76,,,
2/7/2024,BPHB700,Sharp BP-HB700 - Waste toner collector,20,20, $ 25.00 , $ 500.00 , $ 500.00 ,7545-0,2/7/2024,Supplies,04055011,Waste Toner Bottle,$18.76,,,
2/19/2024,BPHB700,Sharp BP-HB700 - Waste toner collector,12,12, $ 25.00 , $ 300.00 , $ 300.00 ,7832-0,2/19/2024,Supplies,04055011,Waste Toner Bottle,$18.76,,,
4/18/2023,6LA23006000,OD6510,1,1, $ 127.03 , $ 127.03 , $ 127.03 ,3195-0,4/18/2023,Parts,05010008,Organic Drum,$85.07,$41.96 ,$41.96 ,$41.96 
10/23/2023,6LE20127000,OD-FC35,1,1, $ 28.93 , $ 28.93 , $ 28.93 ,5911-0,10/23/2023,Parts,05010028,Organic Drum,$19.24,$9.69 ,$9.69 ,$9.69 
1/29/2024,6LJ70402200,OD-FC30N,3,3, $ 37.22 , $ 111.66 , $ 111.66 ,7380-0,1/29/2024,Parts,05010031,Organic Drum,$18.95,$18.27 ,$54.81 ,
3/4/2024,6LJ70598000,ODFC50,6,6, $ 34.29 , $ 205.74 , $ 205.74 ,8027-0,3/4/2024,Parts,05010031,Organic Drum,$18.95,$15.34 ,$92.04 ,
4/8/2024,6LJ70598000,ODFC50,5,5, $ 34.29 , $ 171.45 , $ 171.45 ,8732-0,4/8/2024,Parts,05010031,Organic Drum,$18.95,$15.34 ,$76.70 ,
7/10/2023,6LJ70598000,ODFC50,5,5, $ 34.29 , $ 171.45 , $ 171.45 ,4214-0,7/10/2023,Parts,05010031,Organic Drum,$18.95,$15.34 ,$76.70 ,
8/21/2023,6LJ70598000,ODFC50,7,7, $ 34.29 , $ 240.03 , $ 240.03 ,4890-0,8/21/2023,Parts,05010031,Organic Drum,$18.95,$15.34 ,$107.38 ,
9/29/2023,6LJ70598000,ODFC50,7,7, $ 34.29 , $ 240.03 , $ 240.03 ,5584-0,9/29/2023,Parts,05010031,Organic Drum,$18.95,$15.34 ,$107.38 ,
11/13/2023,6LJ70598000,ODFC50,9,9, $ 34.29 , $ 308.61 , $ 308.61 ,6253-0,11/13/2023,Parts,05010031,Organic Drum,$18.95,$15.34 ,$138.06 ,
1/24/2024,6LJ70598000,ODFC50,7,7, $ 34.29 , $ 240.03 , $ 240.03 ,7304-0,1/24/2024,Parts,05010031,Organic Drum,$18.95,$15.34 ,107.38,$837.15 
6/7/2023,008R13061,Xerox WorkCentre 7835 Waste Toner,4,4, $ 14.96 , $ 59.84 , $ 59.84 ,3820-0,6/7/2023,Supplies,10055001,Waste Toner Bottle,$9.45,$5.51,$21.20 ,
5/2/2023,013R00662,"Xerox Drum Unit (125,000 Yield)",1,1, $ 268.00 , $ 268.00 , $ 268.00 ,3379-0,5/2/2023,Parts,10069003,Drum Unit Remanufactured,$76.00,$192.00 ,$192.00 ,
5/9/2023,013R00662,"Xerox Drum Unit (125,000 Yield)",2,2, $ 156.29 , $ 312.58 , $ 312.58 ,3412-0,5/9/2023,Parts,10069003,Drum Unit Remanufactured,$76.00,$80.29 ,$160.58 ,
5/12/2023,013R00662,"Xerox Drum Unit (125,000 Yield)",4,4, $ 156.29 , $ 625.16 , $ 625.16 ,3471-0,5/12/2023,Parts,10069003,Drum Unit Remanufactured,$76.00,$80.29 ,$321.16 ,
6/2/2023,013R00662,"Xerox Drum Unit (125,000 Yield)",2,2, $ 100.00 , $ 200.00 , $ 200.00 ,3676-0,6/2/2023,Parts,10069003,Drum Unit Remanufactured,$76.00,$24 ,$48 ,
6/2/2023,013R00662,"Xerox Drum Unit (125,000 Yield)",1,1, $ -   , $ -   , $ -   ,3774-0,6/2/2023,Parts,10069003,Drum Unit Remanufactured,$76.00,,,
11/7/2023,013R00662,"Xerox Drum Unit (125,000 Yield)",4,4, $ 156.29 , $ 625.16 , $ 625.16 ,6130-0,11/7/2023,Parts,10069003,Drum Unit Remanufactured,$76.00,$80.29 ,$321.16 ,
2/23/2024,013R00662,"Xerox Drum Unit (125,000 Yield)",4,4, $ 156.29 , $ 625.16 , $ 625.16 ,7896-0,2/23/2024,Parts,10069003,Drum Unit Remanufactured,$76.00,$80.29 ,$321.16 ,"$1,385.52 "
